level,shot,target,pigsBefore,pigsAfter
2,0-9-8,stone14,1,1
2,0-9-8-3,ice11,1,0
2,0-4,ice12,1,1
2,0-4-0,ice13,1,0
2,0-2,ice12,1,1
2,0-2-4,ice7,1,1
2,0-2-4-5,stone12,1,1
2,0-2-4-5-2,stone1,1,1
2,0-2-4-5-2-5,wood13,1,2
2,0-7,stone10,1,1
2,0-7-9,stone8,1,1
2,0-7-9-6,ice11,1,0
2,0-2,ice12,1,1
2,0-2-2,ice15,1,1
2,0-2-2-0,ice15,1,1
2,0-2-2-0-0,ice15,1,1
2,0-2-2-0-0-0,ice15,1,1
2,0-2,ice12,1,1
2,0-2-5,stone10,1,1
2,0-2-5-9,ice7,1,1
2,0-2-5-9-4,ice10,1,0
2,0-6,ice7,1,1
2,0-6-10,stone5,1,1
2,0-6-10-4,ice11,1,1
2,0-6-10-4-15,stone14,1,1
2,0-6-10-4-15-0,stone11,1,0
2,0-8,stone15,1,1
2,0-8-1,ice11,1,0
2,0-7,stone10,1,1
2,0-7-7,stone14,1,1
2,0-7-7-8,stone14,1,1
2,0-7-7-8-22,ice11,1,1
2,0-7-7-8-22-3,ice11,1,2
2,0-6,ice7,1,1
2,0-6-1,ice10,1,1
2,0-6-1-3,stone2,1,1
2,0-6-1-3-5,stone12,1,1
2,0-6-1-3-5-5,wood12,1,2
2,0-7,stone10,1,1
2,0-7-7,stone14,1,1
2,0-7-7-13,stone14,1,1
2,0-7-7-13-7,stone10,1,1
2,0-7-7-13-7-5,stone12,1,2
2,0-4,ice12,1,1
2,0-4-4,ice13,1,0
2,0-9,stone15,1,1
2,0-9-8,stone14,1,1
2,0-9-8-13,ice11,1,0
2,0-10,stone9,1,1
2,0-10-6,ice12,1,1
2,0-10-6-5,ice6,1,1
2,0-10-6-5-17,ice13,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-11,ice11,1,1
2,0-8-8-11-8,ice13,1,0
2,0-8,stone15,1,1
2,0-8-7,stone14,1,1
2,0-8-7-8,stone8,1,1
2,0-8-7-8-2,ice11,1,1
2,0-8-7-8-2-1,stone11,1,2
2,0-2,ice12,1,1
2,0-2-6,stone12,1,1
2,0-2-6-7,wood17,1,0
2,0-9,stone15,1,1
2,0-9-7,stone14,1,1
2,0-9-7-7,stone10,1,1
2,0-9-7-7-3,ice11,1,1
2,0-9-7-7-3-0,ice6,1,2
2,0-9,stone15,1,1
2,0-9-0,ice0,1,1
2,0-9-0-3,ice10,1,0
2,0-8,stone15,1,1
2,0-8-7,stone14,1,1
2,0-8-7-1,ice11,1,0
2,0-4,ice12,1,1
2,0-4-1,ice13,1,0
2,0-8,stone15,1,1
2,0-8-0,ice0,1,1
2,0-8-0-2,ice10,1,0
2,0-6,ice7,1,1
2,0-6-6,stone13,1,1
2,0-6-6-17,ice11,1,1
2,0-6-6-17-0,ice10,1,0
2,0-9,stone15,1,1
2,0-9-0,ice0,1,1
2,0-9-0-7,stone12,1,1
2,0-9-0-7-5,stone5,1,1
2,0-9-0-7-5-3,stone12,1,2
2,0-10,stone9,1,1
2,0-10-7,ice6,1,1
2,0-10-7-8,stone13,1,1
2,0-10-7-8-7,stone12,1,1
2,0-10-7-8-7-2,stone0,1,1
2,0-2,ice12,1,1
2,0-2-8,stone9,1,1
2,0-2-8-3,ice14,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-9,ice11,1,1
2,0-8-8-9-0,ice6,1,1
2,0-8-8-9-0-2,stone4,1,2
2,0-4,ice12,1,1
2,0-4-8,stone15,1,0
2,0-9,stone15,1,1
2,0-9-8,stone14,1,1
2,0-9-8-15,ice11,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-7,ice11,1,0
2,0-6,ice7,1,1
2,0-6-9,stone3,1,1
2,0-6-9-4,ice10,1,1
2,0-6-9-4-6,stone4,1,1
2,0-6-9-4-6-5,stone13,1,2
2,0-8,stone15,1,1
2,0-8-8,stone14,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-12,ice11,1,0
2,0-4,ice12,1,1
2,0-4-9,stone15,1,0
2,0-7,stone10,1,1
2,0-7-3,ice11,1,1
2,0-7-3-5,stone14,1,1
2,0-7-3-5-0,ice11,1,0
2,0-8,stone15,1,1
2,0-8-7,stone14,1,1
2,0-8-7-3,ice11,1,0
2,0-7,stone10,1,1
2,0-7-6,ice6,1,1
2,0-7-6-0,ice10,1,0
2,0-9,stone15,1,1
2,0-9-2,ice12,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-2,ice11,1,0
2,0-4,ice12,1,1
2,0-4-8,stone15,1,1
2,0-4-8-11,wood14,1,0
2,0-6,ice7,1,1
2,0-6-3,ice10,1,1
2,0-6-3-4,stone13,1,1
2,0-6-3-4-3,stone5,1,1
2,0-6-3-4-3-0,stone5,1,2
2,0-4,ice12,1,0
2,0-4,ice12,1,1
2,0-4-7,stone12,1,0
2,0-9,stone15,1,1
2,0-9-8,stone14,1,1
2,0-9-8-9,ice11,1,0
2,0-7,stone10,1,1
2,0-7-1,ice11,1,1
2,0-7-1-1,ice14,1,0
2,0-4,ice12,1,1
2,0-4-8,stone15,1,1
2,0-4-8-3,ice13,1,0
2,0-4,ice12,1,1
2,0-4-6,stone10,1,1
2,0-4-6-8,ice12,1,0
2,0-4,ice12,1,1
2,0-4-3,ice13,1,0
2,0-9,stone15,1,1
2,0-9-0,ice0,1,1
2,0-9-0-7,stone12,1,0
2,0-9-0-7-0,ice10,1,0
2,0-7,stone10,1,1
2,0-7-6,ice6,1,1
2,0-7-6-2,ice10,1,1
2,0-7-6-2-9,wood14,1,1
2,0-7-6-2-9-3,ice15,1,0
2,0-9,stone15,1,1
2,0-9-8,stone14,1,1
2,0-9-8-18,stone14,1,1
2,0-9-8-18-9,ice12,1,0
2,0-6,ice7,1,1
2,0-6-3,ice10,1,1
2,0-6-3-7,stone5,1,1
2,0-6-3-7-5,stone13,1,0
2,0-9,stone15,1,1
2,0-9-7,stone14,1,1
2,0-9-7-10,stone9,1,1
2,0-9-7-10-2,ice11,1,0
2,0-8,stone15,1,1
2,0-8-8,stone14,1,1
2,0-8-8-5,ice11,1,1
2,0-8-8-5-5,stone9,1,1
2,0-8-8-5-5-3,stone11,1,0
2,0-9,stone15,1,1
2,0-9-0,ice0,1,1
2,0-9-0-4,ice10,1,0
2,0-6,ice7,1,1
2,0-6-7,stone13,1,1
2,0-6-7-0,ice11,1,0
2,0-9,stone15,1,1
2,0-9-8,stone14,1,1
2,0-9-8-5,ice11,1,0
2,0-8,stone15,1,1
2,0-8-7,stone14,1,1
2,0-8-7-4,ice11,1,0
2,0-6,ice7,1,1
2,0-6-2,ice10,1,1
2,0-6-2-10,wood14,1,0
2,0-2,ice12,1,1
2,0-2-5,stone10,1,1
2,0-2-5-1,ice11,1,1
2,0-1,ice12,1,1
2,0-1-0,ice7,1,1
2,0-1-0-1,stone12,1,1
2,0-1-0-1-1,stone2,1,1
2,0-1-0-1-1-2,stone2,1,2
2,0-10,stone9,1,1
2,0-10-4,ice11,1,1
2,0-10-4-11,ice11,1,0
2,0-3,ice12,1,0
2,0-0,ice12,1,1
2,0-0-1,ice7,1,1
2,0-0-1-1,stone11,1,1
2,0-0-1-1-0,stone11,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-8,wood14,1,1
2,0-10-8-8-10,stone15,1,1
2,0-10-8-8-10-12,stone9,1,2
2,0-7,stone10,1,1
2,0-7-1,ice11,1,1
2,0-7-1-15,ice15,1,1
2,0-7-1-15-17,ice15,1,1
2,0-7-1-15-17-18,ice15,1,2
2,0-6,ice7,1,1
2,0-6-9,stone3,1,1
2,0-6-9-4,ice10,1,0
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-7,stone13,1,1
2,0-6-4-7-13,stone3,1,1
2,0-6-4-7-13-3,ice11,1,2
2,0-7,stone10,1,1
2,0-7-3,ice11,1,0
2,0-2,ice12,1,1
2,0-2-2,ice15,1,1
2,0-2-2-0,ice15,1,1
2,0-2-2-0-0,ice15,1,1
2,0-2-2-0-0-0,ice15,1,1
2,0-9,stone15,1,1
2,0-9-0,ice13,1,0
2,0-1,ice12,1,1
2,0-1-5,stone9,1,1
2,0-1-5-1,ice14,1,0
2,0-2,ice12,1,1
2,0-2-3,ice15,1,0
2,0-9,stone15,1,1
2,0-9-11,wood15,1,1
2,0-9-11-15,stone6,1,1
2,0-9-11-15-12,ice12,1,0
2,0-1,ice12,1,1
2,0-1-4,stone14,1,1
2,0-1-4-5,ice7,1,1
2,0-1-4-5-5,stone12,1,1
2,0-1-4-5-5-0,ice14,1,2
2,0-2,ice12,1,1
2,0-2-8,stone9,1,1
2,0-2-8-9,wood15,1,0
2,0-1,ice12,1,1
2,0-1-0,ice7,1,1
2,0-1-0-2,stone12,1,1
2,0-1-0-2-0,stone12,1,1
2,0-1-0-2-0-4,ice13,1,0
2,0-9,stone15,1,1
2,0-9-4,stone11,1,1
2,0-9-4-10,stone9,1,1
2,0-9-4-10-0,ice11,1,0
2,0-1,ice12,1,1
2,0-1-4,stone14,1,1
2,0-1-4-0,stone14,1,1
2,0-1-4-0-4,ice15,1,0
2,0-0,ice12,1,0
2,0-0,ice12,1,0
2,0-6,ice7,1,1
2,0-6-1,ice10,1,1
2,0-6-1-6,stone13,1,1
2,0-6-1-6-7,stone14,1,1
2,0-6-1-6-7-6,stone2,1,1
2,0-0,ice12,1,0
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-3,ice10,1,0
2,0-6,ice7,1,1
2,0-6-10,stone5,1,1
2,0-6-10-5,ice10,1,1
2,0-6-10-5-3,ice11,1,0
2,0-0,ice12,1,0
2,0-2,ice12,1,0
2,0-2,ice12,1,1
2,0-2-8,stone9,1,1
2,0-2-8-1,ice14,1,0
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-7,stone13,1,1
2,0-6-4-7-12,stone2,1,1
2,0-6-4-7-12-0,ice10,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-9,ice11,1,1
2,0-8-9-1,ice11,1,0
2,0-0,ice12,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-9,stone5,1,1
2,0-10-6-9-1,ice10,1,0
2,0-8,stone15,1,1
2,0-8-9,ice11,1,0
2,0-2,ice12,1,1
2,0-2-8,stone9,1,1
2,0-2-8-5,stone11,1,1
2,0-2-8-5-5,stone8,1,1
2,0-2-8-5-5-8,wood16,1,2
2,0-10,stone9,1,1
2,0-10-0,ice11,1,0
2,0-9,stone15,1,1
2,0-9-9,wood15,1,1
2,0-9-9-6,stone14,1,0
2,0-7,stone10,1,1
2,0-7-0,ice11,1,0
2,0-2,ice12,1,1
2,0-2-6,stone12,1,1
2,0-2-6-1,ice16,1,0
2,0-10,stone9,1,1
2,0-10-1,ice11,1,1
2,0-10-1-5,stone11,1,1
2,0-10-1-5-4,stone13,1,1
2,0-10-1-5-4-1,stone11,1,0
2,0-2,ice12,1,0
2,0-2,ice12,1,1
2,0-2-1,ice15,1,0
2,0-0,ice12,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-11,wood14,1,1
2,0-10-8-11-0,ice6,1,1
2,0-10-8-11-0-2,stone12,1,2
2,0-9,stone15,1,1
2,0-9-12,wood15,1,0
2,0-9,stone15,1,1
2,0-9-5,stone16,1,1
2,0-9-5-6,stone9,1,1
2,0-9-5-6-2,stone11,1,1
2,0-9-5-6-2-6,stone14,1,2
2,0-2,ice12,1,1
2,0-2-5,stone10,1,1
2,0-2-5-5,stone11,1,1
2,0-2-5-5-0,ice14,1,0
2,0-8,stone15,1,1
2,0-8-1,ice11,1,0
2,0-4,ice12,1,1
2,0-4-8,stone9,1,1
2,0-4-8-0,ice14,1,0
2,0-8,stone15,1,1
2,0-8-18,ice16,1,1
2,0-8-18-25,stone8,1,1
2,0-8-18-25-2,ice11,1,0
2,0-0,ice12,1,0
2,0-0,ice12,1,0
2,0-8,stone15,1,1
2,0-8-15,ice11,1,0
2,0-10,stone9,1,1
2,0-10-2,ice11,1,1
2,0-10-2-6,stone13,1,1
2,0-10-2-6-5,stone9,1,1
2,0-10-2-6-5-3,ice6,1,2
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-4,ice10,1,1
2,0-10-6-4-3,stone1,1,1
2,0-10-6-4-3-7,stone2,1,1
2,0-1,ice12,1,1
2,0-1-0,ice7,1,1
2,0-1-0-2,stone12,1,1
2,0-1-0-2-4,ice13,1,0
2,0-9,stone15,1,1
2,0-9-2,ice7,1,1
2,0-9-2-5,stone12,1,1
2,0-9-2-5-4,stone5,1,1
2,0-9-2-5-4-1,ice10,1,2
2,0-7,stone10,1,1
2,0-7-7,stone14,1,1
2,0-7-7-9,ice11,1,0
2,0-4,ice12,1,1
2,0-4-2,ice15,1,1
2,0-4-2-0,ice15,1,1
2,0-4-2-0-0,ice15,1,1
2,0-4-2-0-0-0,ice15,1,1
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-8,stone13,1,1
2,0-6-4-8-5,ice12,1,1
2,0-6-4-8-5-7,ice12,1,0
2,0-0,ice12,1,0
2,0-9,stone15,1,1
2,0-9-6,stone16,1,1
2,0-9-6-1,ice12,1,1
2,0-9-6-1-5,ice13,1,1
2,0-9-6-1-5-4,stone8,1,2
2,0-6,ice7,1,1
2,0-6-8,stone2,1,1
2,0-6-8-0,stone2,1,1
2,0-6-8-0-0,ice8,1,0
2,0-9,stone15,1,1
2,0-9-2,ice7,1,1
2,0-9-2-7,stone2,1,1
2,0-9-2-7-1,ice11,1,1
2,0-9-2-7-1-2,stone4,1,2
2,0-9,stone15,1,1
2,0-9-4,stone11,1,1
2,0-9-4-10,stone9,1,1
2,0-9-4-10-5,ice11,1,0
2,0-9,stone15,1,1
2,0-9-2,ice7,1,1
2,0-9-2-9,stone5,1,1
2,0-9-2-9-14,ice9,1,1
2,0-9-2-9-14-3,stone12,1,2
2,0-1,ice12,1,1
2,0-1-4,stone14,1,1
2,0-1-4-1,ice15,1,1
2,0-1-4-1-4,stone9,1,1
2,0-1-4-1-4-1,stone11,1,0
2,0-2,ice12,1,1
2,0-2-4,ice7,1,1
2,0-2-4-10,wood14,1,0
2,0-2,ice12,1,1
2,0-2-5,stone10,1,1
2,0-2-5-7,stone7,1,1
2,0-2-5-7-5,ice6,1,1
2,0-2-5-7-5-0,ice6,1,2
2,0-9,stone15,1,1
2,0-9-11,wood15,1,0
2,0-4,ice12,1,1
2,0-4-0,ice15,1,0
2,0-0,ice12,1,0
2,0-2,ice12,1,0
2,0-0,ice12,1,0
2,0-2,ice12,1,1
2,0-2-10,wood16,1,1
2,0-2-10-2,ice17,1,0
2,0-8,stone15,1,1
2,0-8-3,ice11,1,0
2,0-2,ice12,1,1
2,0-2-0,ice15,1,0
2,0-0,ice12,1,0
2,0-0,ice12,1,0
2,0-8,stone15,1,1
2,0-8-20,ice16,1,1
2,0-8-20-8,stone14,1,1
2,0-8-20-8-3,stone10,1,1
2,0-8-20-8-3-4,wood14,1,1
2,0-8-20-8-3-4-38,stone4,2,2
2,0-7,stone10,1,1
2,0-7-5,ice11,1,0
2,0-1,ice12,1,1
2,0-1-0,ice7,1,1
2,0-1-0-3,stone2,1,1
2,0-1-0-3-9,wood14,1,1
2,0-1-0-3-9-4,stone10,1,2
2,0-2,ice12,1,1
2,0-2-5,stone10,1,1
2,0-2-5-1,ice14,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-10,ice11,1,1
2,0-10-7-10-8,stone8,1,1
2,0-10-7-10-8-6,ice6,1,2
2,0-6,ice7,1,1
2,0-6-1,ice10,1,0
2,0-7,stone10,1,1
2,0-7-6,ice6,1,1
2,0-7-6-2,ice10,1,1
2,0-7-6-2-6,stone0,1,1
2,0-7-6-2-6-6,stone0,1,1
2,0-2,ice12,1,1
2,0-2-4,ice7,1,1
2,0-2-4-5,stone12,1,1
2,0-2-4-5-11,stone5,1,1
2,0-2-4-5-11-13,wood15,1,2
2,0-8,stone15,1,1
2,0-8-13,ice11,1,0
2,0-10,stone9,1,1
2,0-10-5,ice11,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-3,ice12,1,0
2,0-8,stone15,1,1
2,0-8-10,ice11,1,0
2,0-2,ice12,1,1
2,0-2-10,wood16,1,0
2,0-10,stone9,1,1
2,0-10-2,ice11,1,1
2,0-10-2-1,ice14,1,0
2,0-4,ice12,1,1
2,0-4-1,ice15,1,0
2,0-4,ice12,1,1
2,0-4-3,ice15,1,1
2,0-4-3-0,ice6,1,1
2,0-4-3-0-5,stone3,1,1
2,0-4-3-0-5-0,stone3,1,1
2,0-1,ice12,1,1
2,0-1-2,stone12,1,0
2,0-1,ice12,1,1
2,0-1-1,stone10,1,1
2,0-1-1-3,ice14,1,1
2,0-1-1-3-0,ice14,1,1
2,0-1-1-3-0-0,ice14,1,1
2,0-7,stone10,1,1
2,0-7-9,stone7,1,1
2,0-7-9-6,ice11,1,0
2,0-1,ice12,1,1
2,0-1-5,stone9,1,1
2,0-1-5-3,ice14,1,1
2,0-1-5-3-9,ice15,1,0
2,0-8,stone15,1,1
2,0-8-12,ice11,1,1
2,0-8-12-5,stone7,1,1
2,0-8-12-5-1,ice7,1,1
2,0-8-12-5-1-0,stone0,1,2
2,0-0,ice12,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-5,ice10,1,1
2,0-10-6-5-7,stone3,1,1
2,0-10-6-5-7-4,stone14,1,0
2,0-4,ice12,1,0
2,0-8,stone15,1,1
2,0-8-24,stone8,1,1
2,0-8-24-21,ice6,1,1
2,0-8-24-21-16,ice10,1,1
2,0-8-24-21-16-4,ice10,1,2
2,0-1,ice12,1,1
2,0-1-5,stone9,1,1
2,0-1-5-8,stone8,1,1
2,0-1-5-8-6,stone11,1,1
2,0-1-5-8-6-9,stone9,1,2
2,0-4,ice12,1,1
2,0-4-7,stone14,1,0
2,0-6,ice7,1,1
2,0-6-9,stone3,1,1
2,0-6-9-3,ice10,1,1
2,0-6-9-3-2,ice11,1,0
2,0-8,stone15,1,1
2,0-8-2,ice11,1,0
2,0-8,stone15,1,1
2,0-8-23,stone13,1,1
2,0-8-23-8,stone8,1,1
2,0-8-23-8-8,stone14,1,1
2,0-8-23-8-8-2,ice11,1,2
2,0-9,stone15,1,1
2,0-9-11,wood15,1,1
2,0-9-11-11,ice12,1,0
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-0,ice12,1,0
2,0-2,ice12,1,0
2,0-10,stone9,1,1
2,0-10-1,ice11,1,1
2,0-10-1-8,wood15,1,1
2,0-10-1-8-12,ice6,1,1
2,0-10-1-8-12-9,ice14,1,0
2,0-10,stone9,1,1
2,0-10-2,ice11,1,1
2,0-10-2-4,ice6,1,1
2,0-10-2-4-3,ice13,1,0
2,0-1,ice12,1,1
2,0-1-6,wood13,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-3,ice11,1,1
2,0-10-7-3-2,stone12,1,0
2,0-1,ice12,1,1
2,0-1-0,ice7,1,1
2,0-1-0-1,stone12,1,1
2,0-1-0-1-2,stone3,1,1
2,0-1-0-1-2-5,stone12,1,2
2,0-8,stone15,1,1
2,0-8-21,ice6,1,1
2,0-8-21-15,ice10,1,0
2,0-0,ice12,1,0
2,0-0,ice12,1,1
2,0-0-3,stone12,1,1
2,0-0-3-3,ice14,1,1
2,0-0-3-3-7,stone7,1,1
2,0-0-3-3-7-2,stone11,1,2
2,0-8,stone15,1,1
2,0-8-4,ice11,1,1
2,0-8-4-0,ice6,1,1
2,0-8-4-0-2,stone11,1,1
2,0-8-4-0-2-1,stone10,1,2
2,0-8,stone15,1,1
2,0-8-8,ice11,1,0
2,0-2,ice12,1,1
2,0-2-9,wood16,1,1
2,0-2-9-14,stone12,1,0
2,0-6,ice7,1,1
2,0-6-9,stone3,1,1
2,0-6-9-10,stone4,1,1
2,0-6-9-10-1,ice9,1,1
2,0-6-9-10-1-3,stone4,1,2
2,0-2,ice12,1,1
2,0-2-10,wood16,1,0
2,0-0,ice12,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-4,ice12,1,0
2,0-7,stone10,1,1
2,0-7-6,ice6,1,1
2,0-7-6-10,stone2,1,1
2,0-7-6-10-6,stone1,1,1
2,0-7-6-10-6-4,ice10,1,2
2,0-6,ice7,1,1
2,0-6-0,ice10,1,1
2,0-6-0-6,stone9,1,1
2,0-6-0-6-1,ice14,1,0
2,0-7,stone10,1,1
2,0-7-1,ice11,1,0
2,0-4,ice12,1,1
2,0-4-9,wood16,1,0
2,0-8,stone15,1,1
2,0-8-22,stone13,1,0
2,0-1,ice12,1,1
2,0-1-4,stone14,1,1
2,0-1-4-2,ice15,1,1
2,0-1-4-2-1,stone10,1,1
2,0-1-4-2-1-1,stone11,1,0
2,0-4,ice12,1,1
2,0-4-6,stone12,1,0
2,0-6,ice7,1,1
2,0-6-7,stone13,1,1
2,0-6-7-8,wood13,1,0
2,0-5,ice12,1,1
2,0-5-2,stone10,1,1
2,0-5-2-8,stone8,1,1
2,0-5-2-8-9,stone8,1,1
2,0-5-2-8-9-6,stone14,1,2
2,0-8,stone15,1,1
2,0-8-15,ice11,1,0
2,0-1,ice12,1,1
2,0-1-2,stone12,1,1
2,0-1-2-0,stone12,1,0
2,0-2,ice12,1,1
2,0-2-7,stone14,1,1
2,0-2-7-1,ice17,1,0
2,0-4,ice12,1,1
2,0-4-18,stone16,1,1
2,0-4-18-8,ice13,1,0
2,0-8,stone15,1,1
2,0-8-19,ice16,1,1
2,0-8-19-18,ice16,1,1
2,0-8-19-18-12,ice11,1,0
2,0-0,ice12,1,0
2,0-10,stone9,1,1
2,0-10-2,ice11,1,0
2,0-4,ice12,1,1
2,0-4-14,ice14,1,1
2,0-4-14-5,stone7,1,1
2,0-4-14-5-0,stone7,1,1
2,0-4-14-5-0-2,stone11,1,2
2,0-4,ice12,1,1
2,0-4-6,ice12,1,1
2,0-4-6-2,stone13,1,1
2,0-4-6-2-3,stone9,1,1
2,0-4-6-2-3-2,stone12,1,1
2,0-7,stone10,1,1
2,0-7-6,ice6,1,1
2,0-7-6-4,ice10,1,0
2,0-9,stone15,1,1
2,0-9-1,ice11,1,0
2,0-2,ice12,1,1
2,0-2-6,stone12,1,1
2,0-2-6-8,wood17,1,1
2,0-2-6-8-0,ice15,1,0
2,0-4,ice12,1,1
2,0-4-4,ice12,1,0
2,0-10,stone9,1,1
2,0-10-7,stone14,1,1
2,0-10-7-8,ice11,1,1
2,0-10-7-8-1,ice11,1,1
2,0-10-7-8-1-1,stone9,1,2
2,0-3,ice12,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-3,ice11,1,0
2,0-4,ice12,1,1
2,0-4-0,ice12,1,0
2,0-10,stone9,1,1
2,0-10-6,ice6,1,1
2,0-10-6-0,ice10,1,0
2,0-6,ice7,1,1
2,0-6-0,ice10,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-14,ice11,1,1
2,0-8-14-9,stone7,1,1
2,0-8-14-9-13,wood14,1,0
2,0-2,ice12,1,0
2,0-7,stone10,1,1
2,0-7-4,ice11,1,1
2,0-7-4-10,ice6,1,1
2,0-7-4-10-5,ice11,1,0
2,0-2,ice12,1,1
2,0-2-8,stone9,1,1
2,0-2-8-1,ice14,1,0
2,0-8,stone15,1,1
2,0-8-9,ice11,1,0
2,0-4,ice12,1,1
2,0-4-8,ice12,1,1
2,0-4-8-3,stone9,1,1
2,0-4-8-3-2,stone9,1,1
2,0-4-8-3-2-0,stone9,1,2
2,0-6,ice7,1,1
2,0-6-9,stone3,1,1
2,0-6-9-7,stone13,1,1
2,0-6-9-7-31,stone3,1,1
2,0-6-9-7-31-26,ice9,1,0
2,0-1,ice12,1,1
2,0-1-6,wood13,1,1
2,0-1-6-1,stone10,1,1
2,0-1-6-1-3,stone9,1,1
2,0-1-6-1-3-0,stone9,1,2
2,0-5,ice12,1,1
2,0-5-7,stone9,1,1
2,0-5-7-4,stone13,1,1
2,0-5-7-4-7,stone14,1,1
2,0-5-7-4-7-5,stone13,1,2
2,0-10,stone9,1,1
2,0-10-4,ice11,1,1
2,0-10-4-8,stone14,1,1
2,0-10-4-8-3,ice12,1,0
2,0-2,ice12,1,1
2,0-2-8,stone9,1,1
2,0-2-8-2,ice14,1,1
2,0-2-8-2-1,ice14,1,0
2,0-10,stone9,1,1
2,0-10-9,stone9,1,1
2,0-10-9-2,ice12,1,1
2,0-10-9-2-8,stone9,1,1
2,0-10-9-2-8-10,wood15,1,2
2,0-9,stone15,1,1
2,0-9-10,ice11,1,0
2,0-6,ice7,1,1
2,0-6-9,stone3,1,1
2,0-6-9-6,ice10,1,0
2,0-4,ice12,1,0
2,0-7,stone10,1,1
2,0-7-1,ice11,1,1
2,0-7-1-1,stone11,1,1
2,0-7-1-1-0,ice6,1,1
2,0-7-1-1-0-4,stone14,1,0
2,0-8,stone15,1,1
2,0-8-5,ice11,1,0
2,0-8,stone15,1,1
2,0-8-21,ice6,1,1
2,0-8-21-1,ice11,1,0
2,0-2,ice12,1,1
2,0-2-2,ice15,1,0
2,0-2,ice12,1,1
2,0-2-6,stone12,1,1
2,0-2-6-1,ice16,1,0
2,0-9,stone15,1,1
2,0-9-30,stone7,1,1
2,0-9-30-6,ice6,1,1
2,0-9-30-6-6,stone0,1,1
2,0-9-30-6-6-9,stone4,1,1
2,0-6,ice7,1,1
2,0-6-4,ice10,1,1
2,0-6-4-0,ice10,1,1
2,0-6-4-0-10,stone3,1,1
2,0-6-4-0-10-9,stone4,1,2
2,0-6,ice7,1,1
2,0-6-9,stone3,1,1
2,0-6-9-7,stone13,1,1
2,0-6-9-7-18,ice10,1,0
2,0-10,stone9,1,1
2,0-10-3,ice11,1,1
2,0-10-3-2,stone12,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-11,ice11,1,1
2,0-8-11-6,ice17,1,1
2,0-8-11-6-20,ice17,1,1
2,0-8-11-6-20-1,stone11,1,2
2,0-10,stone9,1,1
2,0-10-0,ice11,1,0
2,0-9,stone15,1,1
2,0-9-19,ice11,1,0
2,0-4,ice12,1,1
2,0-4-3,ice12,1,1
2,0-4-3-3,stone13,1,0
2,0-7,stone10,1,1
2,0-7-1,ice11,1,1
2,0-7-1-3,stone13,1,1
2,0-7-1-3-3,stone11,1,1
2,0-7-1-3-3-10,stone7,1,2
2,0-10,stone9,1,1
2,0-10-8,stone14,1,1
2,0-10-8-7,stone13,1,1
2,0-10-8-7-1,ice11,1,1
2,0-10-8-7-1-2,wood11,1,0
2,0-5,ice12,1,0
2,0-8,stone15,1,1
2,0-8-12,ice11,1,0
2,0-1,ice12,1,1
2,0-1-3,stone14,1,1
2,0-1-3-0,stone14,1,1
2,0-1-3-0-0,stone14,1,1
2,0-1-3-0-0-4,stone12,1,2
2,0-4,ice12,1,1
2,0-4-11,ice12,1,1
2,0-4-11-0,ice7,1,1
2,0-4-11-0-2,stone3,1,1
2,0-4-11-0-2-1,stone3,1,2
2,0-8,stone15,1,1
2,0-8-23,stone13,1,1
2,0-8-23-5,ice12,1,0
2,0-7,stone10,1,1
2,0-7-2,ice11,1,1
2,0-7-2-3,ice12,1,0
2,0-7,stone10,1,1
2,0-7-1,ice11,1,1
2,0-7-1-0,ice6,1,1
2,0-7-1-0-3,stone12,1,1
2,0-7-1-0-3-0,stone0,1,1
2,0-10,stone9,1,1
