time,tp,fn,tn,fp,accuracy,precision,recall,f1
0.8558914661407471,1,410,411,0,0.5012165450121655,1.0,0.0024330900243309003,0.0048543689320388345
0.87135910987854,2,409,411,0,0.5024330900243309,1.0,0.004866180048661801,0.009685230024213076
0.8966858386993408,3,408,411,0,0.5036496350364964,1.0,0.0072992700729927005,0.014492753623188406
0.9169466495513916,4,407,411,0,0.5048661800486618,1.0,0.009732360097323601,0.01927710843373494
0.9601242542266846,80,331,411,0,0.597323600973236,1.0,0.19464720194647203,0.3258655804480652
0.9888720512390137,81,330,411,0,0.5985401459854015,1.0,0.19708029197080293,0.32926829268292684
1.5317223072052002,82,329,411,0,0.5997566909975669,1.0,0.19951338199513383,0.332657200811359
1.842757225036621,86,325,411,0,0.6046228710462287,1.0,0.20924574209245742,0.3460764587525151
2.3018839359283447,334,77,411,0,0.9063260340632603,1.0,0.8126520681265207,0.8966442953020134
2.4981837272644043,341,70,411,0,0.9148418491484185,1.0,0.829683698296837,0.9069148936170213
2.578064441680908,342,69,411,0,0.916058394160584,1.0,0.8321167883211679,0.9083665338645418
2.7503695487976074,343,68,411,0,0.9172749391727494,1.0,0.8345498783454988,0.9098143236074271
3.2735631465911865,347,64,411,0,0.9221411192214112,1.0,0.8442822384428224,0.9155672823218998
