time,tp,fn,tn,fp,accuracy,precision,recall,f1
1.768198013305664,33,228,261,0,0.5632183908045977,1.0,0.12643678160919541,0.22448979591836735
41.24778604507446,46,215,261,0,0.5881226053639846,1.0,0.17624521072796934,0.2996742671009772
43.0439178943634,50,211,260,1,0.5938697318007663,0.9803921568627451,0.19157088122605365,0.32051282051282054
53.25863456726074,53,208,259,2,0.5977011494252874,0.9636363636363636,0.20306513409961685,0.33544303797468356
55.19028639793396,58,203,259,2,0.60727969348659,0.9666666666666667,0.2222222222222222,0.3613707165109034
55.27215933799744,60,201,259,2,0.6111111111111112,0.967741935483871,0.22988505747126436,0.3715170278637771
55.37636113166809,71,190,259,2,0.632183908045977,0.9726027397260274,0.2720306513409962,0.4251497005988024
55.489341259002686,73,188,259,2,0.6360153256704981,0.9733333333333334,0.2796934865900383,0.43452380952380953
55.59873414039612,78,183,254,7,0.6360153256704981,0.9176470588235294,0.2988505747126437,0.4508670520231214
55.715035915374756,91,170,254,7,0.6609195402298851,0.9285714285714286,0.3486590038314176,0.5069637883008357
