time,tp,fn,tn,fp,accuracy,precision,recall,f1
2.6656365394592285,6,555,560,1,0.5044563279857398,0.8571428571428571,0.0106951871657754,0.02112676056338028
2.8129701614379883,76,485,560,1,0.5668449197860963,0.987012987012987,0.1354723707664884,0.23824451410658307
2.9014852046966553,82,479,559,2,0.571301247771836,0.9761904761904762,0.14616755793226383,0.25426356589147286
3.0036280155181885,87,474,559,2,0.5757575757575758,0.9775280898876404,0.15508021390374332,0.2676923076923077
3.0116279125213623,89,472,559,2,0.5775401069518716,0.978021978021978,0.1586452762923351,0.27300613496932513
3.0199573040008545,96,465,554,7,0.5793226381461676,0.9320388349514563,0.1711229946524064,0.2891566265060241
3.0334017276763916,97,464,554,7,0.5802139037433155,0.9326923076923077,0.17290552584670232,0.29172932330827067
3.045607566833496,98,463,554,7,0.5811051693404634,0.9333333333333333,0.1746880570409982,0.29429429429429427
3.0543856620788574,99,462,554,7,0.5819964349376114,0.9339622641509434,0.17647058823529413,0.29685157421289354
3.468078851699829,102,459,554,7,0.5846702317290553,0.9357798165137615,0.18181818181818182,0.3044776119402985
3.484997272491455,111,450,554,7,0.5926916221033868,0.940677966101695,0.19786096256684493,0.3269513991163476
3.4966249465942383,114,447,554,7,0.5953654188948306,0.9421487603305785,0.20320855614973263,0.3343108504398827
3.5202999114990234,120,441,554,7,0.6007130124777184,0.9448818897637795,0.21390374331550802,0.3488372093023256
3.53336238861084,123,438,554,7,0.6033868092691622,0.9461538461538461,0.2192513368983957,0.35600578871201155
3.553567409515381,127,434,554,7,0.606951871657754,0.9477611940298507,0.22638146167557932,0.36546762589928056
3.582625150680542,131,430,553,8,0.6096256684491979,0.9424460431654677,0.23351158645276293,0.3742857142857143
3.654421329498291,132,429,553,8,0.6105169340463458,0.9428571428571428,0.23529411764705882,0.37660485021398005
3.663485288619995,133,428,553,8,0.6114081996434938,0.9432624113475178,0.23707664884135474,0.3789173789173789
3.715909719467163,135,426,552,9,0.6122994652406417,0.9375,0.24064171122994651,0.3829787234042553
3.7608470916748047,137,424,552,9,0.6140819964349377,0.9383561643835616,0.24420677361853832,0.38755304101838756
3.8516042232513428,143,418,551,10,0.6185383244206774,0.934640522875817,0.2549019607843137,0.4005602240896359
3.90946888923645,147,414,551,10,0.6221033868092691,0.9363057324840764,0.2620320855614973,0.40947075208913647
3.950706720352173,152,409,551,10,0.6265597147950089,0.9382716049382716,0.2709447415329768,0.42047026279391425
3.9709439277648926,154,407,551,10,0.6283422459893048,0.9390243902439024,0.27450980392156865,0.42482758620689653
4.029106140136719,160,401,549,12,0.6319073083778967,0.9302325581395349,0.28520499108734404,0.43656207366984995
4.076168060302734,162,399,549,12,0.6336898395721925,0.9310344827586207,0.2887700534759358,0.44081632653061226
4.153705835342407,162,399,550,11,0.6345811051693404,0.9364161849710982,0.2887700534759358,0.44141689373297005
4.309026002883911,163,398,550,11,0.6354723707664884,0.9367816091954023,0.2905525846702317,0.4435374149659864
4.59639573097229,164,397,550,11,0.6363636363636364,0.9371428571428572,0.29233511586452765,0.44565217391304346
4.609120607376099,165,396,550,11,0.6372549019607843,0.9375,0.29411764705882354,0.44776119402985076
4.673245429992676,171,390,550,11,0.642602495543672,0.9395604395604396,0.3048128342245989,0.46029609690444145
4.747277736663818,178,383,550,11,0.6488413547237076,0.9417989417989417,0.3172905525846702,0.4746666666666667
4.7811119556427,180,381,548,13,0.6488413547237076,0.9326424870466321,0.32085561497326204,0.47745358090185674
5.133723258972168,181,380,548,13,0.6497326203208557,0.9329896907216495,0.3226381461675579,0.4794701986754967
5.253328084945679,181,380,548,13,0.6497326203208557,0.9329896907216495,0.3226381461675579,0.4794701986754967
5.3459436893463135,184,377,548,13,0.6524064171122995,0.934010152284264,0.32798573975044565,0.48548812664907653
5.383839845657349,186,375,547,14,0.6532976827094474,0.93,0.3315508021390374,0.4888304862023653
5.404634237289429,187,374,546,15,0.6532976827094474,0.9257425742574258,0.3333333333333333,0.49017038007863695
5.926915407180786,195,366,536,25,0.6515151515151515,0.8863636363636364,0.34759358288770054,0.499359795134443
6.088794946670532,196,365,538,23,0.6541889483065954,0.8949771689497716,0.3493761140819964,0.5025641025641026
6.146913528442383,207,354,537,24,0.6631016042780749,0.8961038961038961,0.3689839572192513,0.5227272727272727
6.217217445373535,208,353,537,24,0.6639928698752228,0.896551724137931,0.37076648841354726,0.5245901639344263
6.840167045593262,207,354,537,24,0.6631016042780749,0.8961038961038961,0.3689839572192513,0.5227272727272727
6.902041912078857,210,351,536,25,0.6648841354723708,0.8936170212765957,0.37433155080213903,0.5276381909547738
6.976234197616577,210,351,537,24,0.6657754010695187,0.8974358974358975,0.37433155080213903,0.5283018867924528
7.105357646942139,211,350,537,24,0.6666666666666666,0.8978723404255319,0.3761140819964349,0.5301507537688442
7.238426446914673,211,350,537,24,0.6666666666666666,0.8978723404255319,0.3761140819964349,0.5301507537688442
7.286230564117432,212,349,537,24,0.6675579322638147,0.8983050847457628,0.3778966131907308,0.5319949811794228
7.451746940612793,214,347,537,24,0.6693404634581105,0.8991596638655462,0.38146167557932265,0.5356695869837297
7.591531753540039,215,346,537,24,0.6702317290552585,0.899581589958159,0.38324420677361853,0.5375
8.028465747833252,218,343,534,27,0.6702317290552585,0.889795918367347,0.38859180035650626,0.5409429280397022
8.274294137954712,222,339,531,30,0.6711229946524064,0.8809523809523809,0.39572192513368987,0.5461254612546126
9.019193649291992,226,335,532,29,0.6755793226381461,0.8862745098039215,0.4028520499108734,0.553921568627451
